Length,Width,Height,Permittivity,Conductivity,Bend,Feed,S11,VSWR,Gain,Efficiency,Bandwidth,epsilon_r,FaultLabel
49.46,39.9,1.3,2.34,14877.46,0.44,-21.3,-17.88,3.9,1.07,57.06,142.13,1.54,1
45.61,30.12,1.39,1.84,3548.36,0.41,-20.2,-4.03,2.06,1.02,51.55,153.63,1.68,1
43.5,39.23,1.47,2.29,8826.32,1.18,-13.43,-5.46,3.9,3.21,65.58,155.58,2.73,1
40.76,37.65,1.43,2.27,9833.98,0.87,-20.73,-8.88,3.45,4.32,51.21,110.92,1.74,1
42.78,37.69,1.47,1.84,10217.97,1.13,-7.44,-20.01,2.71,-0.91,88.05,134.67,2.77,1
41.21,38.84,0.83,1.76,9313.22,0.74,-17.08,-22.76,1.76,0.98,75.31,149.05,2.93,1
43.03,30.12,1.42,1.89,9896.34,0.88,-24.6,-22.36,3.63,1.74,30.21,158.63,3.72,1
41.54,34.68,1.39,2.27,14617.95,0.4,-23.94,-24.45,1.89,-0.04,89.39,49.41,2.73,1
49.18,35.0,1.3,1.9,7108.81,0.79,-9.56,-15.14,2.63,-0.04,50.53,93.3,3.77,1
44.43,39.29,1.39,2.05,13355.03,0.43,-12.24,-9.51,3.18,3.26,54.15,88.98,3.84,1
41.03,36.15,0.97,2.05,5230.49,0.98,-13.56,-5.47,1.88,0.04,87.61,113.82,2.74,1
46.13,30.11,1.17,1.76,7754.73,0.55,-16.45,-22.97,2.59,0.85,84.77,51.19,1.9,1
41.3,31.38,1.37,1.55,8719.47,0.71,-16.51,-19.55,2.87,-0.32,40.48,75.44,2.27,1
40.95,31.5,1.01,1.87,14633.23,0.34,-21.91,-16.66,1.93,1.93,53.27,51.39,2.15,1
42.79,30.49,1.24,2.01,3494.99,0.66,-9.67,-12.47,3.23,0.92,64.03,128.25,3.4,1
43.79,32.15,1.35,2.4,10512.18,0.79,-18.54,-18.31,3.6,-0.89,43.78,101.79,2.01,1
47.99,30.32,1.58,1.5,13472.25,0.68,-21.05,-19.61,3.84,-0.22,52.05,103.46,1.75,1
47.93,36.94,1.05,2.0,9542.15,1.14,-14.97,-9.67,1.58,0.45,42.52,142.33,3.81,1
49.55,35.63,1.03,1.66,11716.07,0.41,-8.82,-4.17,2.06,1.65,48.11,70.68,3.04,1
45.22,34.3,1.4,2.21,4705.84,0.43,-10.51,-11.3,1.83,2.08,87.89,139.89,2.29,0
45.85,32.32,1.14,1.71,4779.76,0.4,-22.86,-21.83,3.91,5.03,89.96,123.1,2.72,1
40.75,31.77,0.96,1.7,13723.59,0.22,-23.24,-18.38,3.08,5.48,70.61,133.38,2.68,1
44.13,34.37,1.22,1.63,12131.55,1.18,-12.26,-9.73,1.76,0.38,50.99,73.97,3.82,1
46.72,35.63,1.44,1.91,3368.26,0.98,-21.19,-16.47,2.07,-0.14,51.05,61.25,1.51,1
48.92,36.9,0.81,2.03,3767.87,0.51,-11.28,-6.32,1.88,0.2,57.02,52.65,1.67,1
41.4,33.25,1.25,2.36,4288.02,0.47,-12.72,-7.29,3.0,1.06,32.39,41.83,3.43,1
44.14,32.72,0.89,1.73,12606.98,0.71,-14.05,-19.92,3.48,2.39,80.07,92.61,2.83,1
45.54,35.53,0.99,1.72,3130.99,1.17,-9.98,-5.18,2.36,0.66,58.37,156.96,1.94,1
42.5,35.83,1.22,2.15,7804.6,1.07,-22.11,-17.57,1.74,0.46,87.34,92.42,2.26,1
40.63,35.71,1.08,2.49,7104.75,0.61,-5.29,-8.72,3.11,4.22,67.33,140.55,3.1,1
41.77,34.54,1.01,1.92,14531.01,0.58,-23.77,-5.36,3.57,1.4,32.94,99.33,2.57,1
46.92,32.78,1.16,2.16,11038.25,1.0,-7.35,-4.78,3.38,1.37,46.41,147.23,2.96,1
48.35,32.14,0.91,2.06,3292.86,0.31,-9.39,-12.25,3.82,5.13,48.95,158.63,1.76,1
46.42,34.56,1.06,2.22,11271.04,0.66,-24.74,-5.17,2.76,0.33,53.06,55.52,2.03,1
40.76,37.65,1.43,2.27,9833.98,0.87,-20.73,-8.88,3.45,4.32,51.21,110.92,1.74,1
46.86,39.23,1.31,1.81,12386.95,1.05,-8.68,-13.03,2.5,4.74,72.4,50.04,3.27,1
49.32,33.6,1.46,1.9,8819.46,0.33,-24.73,-4.58,3.65,0.78,65.12,150.15,2.05,1
42.91,36.89,0.93,2.38,6948.19,1.14,-9.26,-5.67,3.64,2.17,44.69,152.02,2.26,1
44.38,35.67,1.55,1.93,11951.97,0.86,-21.46,-13.46,1.08,2.92,67.68,109.88,2.61,0
45.85,32.32,1.14,1.71,4779.76,0.4,-22.86,-21.83,3.91,5.03,89.96,123.1,2.72,1
40.82,35.74,1.46,2.25,10381.56,0.24,-22.39,-7.76,2.17,2.0,87.87,150.68,3.56,1
45.79,36.92,0.81,2.05,12674.91,0.68,-16.49,-3.97,3.78,5.56,67.06,54.26,2.4,1
47.77,35.55,1.46,2.07,9609.98,0.15,-18.43,-13.64,1.53,-0.59,88.97,67.53,2.22,1
45.71,35.67,0.89,2.35,11805.84,0.69,-16.1,-9.1,1.42,4.79,72.99,131.66,1.88,1
48.76,39.25,1.12,1.75,7037.48,0.83,-10.54,-23.33,2.78,-0.32,82.4,48.11,2.5,1
49.04,39.7,1.32,1.69,12521.06,0.51,-19.71,-12.02,2.33,2.63,88.23,44.61,2.23,1
43.29,39.69,1.54,2.09,11641.01,0.85,-17.93,-4.84,3.7,1.31,74.84,41.09,2.54,1
47.69,39.07,1.42,2.11,14312.39,0.5,-18.69,-18.0,2.76,-0.65,61.47,98.8,1.57,1
48.86,31.02,0.92,2.26,13571.56,0.68,-13.89,-12.23,3.43,4.89,49.07,88.0,2.69,1
45.97,31.74,0.81,1.75,5111.45,1.0,-19.54,-3.74,3.13,4.93,36.16,88.83,2.45,1
42.39,32.31,0.87,2.45,3503.42,0.98,-18.05,-17.46,2.74,-0.24,72.15,128.39,2.24,1
49.24,37.89,1.01,1.52,8142.44,0.16,-12.93,-14.59,3.66,5.87,37.61,91.58,2.57,1
43.86,31.18,1.35,1.68,13925.16,0.9,-10.2,-18.14,3.86,1.89,46.03,118.44,2.12,1
46.25,35.22,1.25,2.1,4876.05,0.58,-14.62,-23.36,3.67,1.41,84.45,159.94,2.47,1
45.66,33.47,0.8,1.69,4329.73,0.69,-24.14,-4.58,3.54,5.62,48.89,148.63,3.17,1
41.37,30.1,1.14,2.16,12920.12,0.41,-23.64,-14.4,2.02,1.34,32.84,102.39,1.64,1
42.05,33.21,0.84,2.11,9009.27,0.96,-15.47,-13.02,3.41,4.79,49.58,51.72,1.72,1
44.22,35.97,1.11,1.94,3993.62,0.41,-8.0,-15.09,3.15,0.99,78.36,115.88,2.48,1
41.38,32.04,0.93,2.28,14054.31,0.39,-22.47,-15.99,1.27,-0.73,80.5,100.98,2.33,1
40.77,32.85,0.9,2.41,3146.19,0.19,-8.06,-21.28,3.07,1.32,58.66,157.93,2.05,1
45.11,30.81,1.21,1.54,13551.68,0.37,-10.42,-3.12,3.69,2.7,49.45,123.85,2.56,1
40.91,36.74,1.24,2.47,4815.85,1.05,-15.33,-17.01,3.33,2.11,66.43,155.58,1.59,1
44.31,34.65,1.45,1.68,9874.71,0.69,-12.04,-24.7,1.13,-0.36,53.6,111.73,2.74,1
44.58,35.25,1.58,1.81,10891.7,1.02,-13.71,-20.1,1.83,-0.08,73.92,99.44,3.16,1
43.77,39.46,1.26,1.88,13052.58,0.67,-10.07,-12.89,1.72,3.83,42.22,54.23,3.51,1
49.31,35.02,1.14,1.83,13993.48,1.12,-12.62,-9.28,2.02,-0.03,88.74,118.84,3.32,1
44.0,30.94,1.4,1.56,11728.4,0.16,-8.23,-19.95,1.3,4.49,38.44,70.26,3.24,1
44.22,32.39,1.48,1.87,7502.19,0.53,-13.81,-18.79,3.46,3.69,77.52,48.2,1.58,1
40.48,31.8,1.02,2.49,4526.84,0.93,-8.95,-24.71,3.26,3.06,34.97,108.48,3.07,1
44.72,31.01,1.15,2.11,13956.13,1.16,-15.46,-5.96,1.78,4.64,62.92,41.69,3.01,1
45.13,33.46,1.16,1.91,9382.82,0.55,-23.39,-3.45,3.99,0.22,44.46,92.43,1.87,1
43.21,38.13,1.01,1.75,13366.98,0.12,-19.09,-4.84,2.46,3.73,66.32,155.85,3.71,1
40.49,35.3,1.22,2.11,9558.79,0.82,-7.6,-18.02,3.39,0.59,49.85,99.33,3.17,1
40.49,35.3,1.22,2.11,9558.79,0.82,-7.6,-18.02,3.39,0.59,49.85,99.33,3.17,1
48.75,39.75,1.52,1.7,8391.92,1.18,-14.4,-12.14,1.62,3.02,48.96,46.87,3.99,1
48.99,31.71,1.03,2.02,5948.54,0.55,-21.03,-4.82,2.4,5.32,40.1,84.72,1.65,1
46.14,37.85,1.48,2.32,5625.83,0.85,-13.46,-15.24,3.59,-0.07,61.78,60.29,3.22,1
46.87,39.68,1.38,1.72,11547.04,0.51,-16.68,-18.35,2.1,1.62,73.97,48.86,2.44,1
47.02,34.19,1.14,1.93,5218.93,0.18,-18.5,-15.77,1.44,0.59,60.33,64.09,1.77,1
40.87,33.93,0.87,1.67,8923.53,0.75,-23.96,-17.13,3.33,2.69,51.63,104.05,3.91,1
42.23,37.12,1.2,1.93,12644.47,0.61,-10.58,-11.37,3.23,5.25,42.82,121.35,1.88,1
42.6,35.37,1.19,1.52,3585.31,0.31,-15.15,-10.51,2.56,3.02,89.52,50.52,1.87,1
49.76,30.62,1.49,1.95,14006.65,0.51,-24.14,-13.65,3.79,2.86,44.47,121.51,3.95,1
46.37,32.08,1.13,2.19,4390.31,0.33,-23.19,-4.45,3.26,-0.04,44.14,118.87,1.61,1
49.57,30.39,0.9,2.03,14619.68,0.61,-18.78,-24.13,2.14,1.45,52.84,85.47,2.37,1
48.12,35.96,1.34,1.92,9154.82,0.79,-8.25,-20.6,2.37,0.29,41.83,44.28,2.42,1
44.17,33.43,1.44,1.99,6784.43,0.25,-19.12,-9.08,1.03,-0.09,81.09,106.16,3.21,1
43.31,32.06,1.54,2.28,4970.48,0.76,-8.53,-16.54,3.47,2.74,74.22,137.52,2.44,1
45.5,31.83,1.55,2.43,14710.04,0.16,-11.41,-5.74,1.93,3.34,70.17,55.51,2.89,1
49.45,32.36,1.06,2.22,3187.12,0.47,-24.64,-12.88,2.23,2.9,30.95,102.85,2.19,1
48.35,32.14,0.91,2.06,3292.86,0.31,-9.39,-12.25,3.82,5.13,48.95,158.63,1.76,1
44.69,32.21,0.84,1.92,4435.72,0.11,-21.19,-3.7,1.48,2.52,70.16,65.94,3.72,1
41.5,31.18,1.45,1.53,3131.67,1.17,-23.42,-8.78,1.82,3.0,58.67,57.16,2.15,1
47.53,39.24,0.82,1.72,12990.01,0.81,-16.99,-22.51,3.47,1.3,35.79,48.72,3.27,1
46.89,38.07,1.28,1.62,4747.05,1.18,-11.08,-10.43,2.46,1.27,81.01,152.76,2.53,1
40.82,39.62,1.59,2.25,8404.6,0.4,-16.75,-17.4,2.19,4.08,83.55,58.93,2.52,1
43.73,35.45,1.43,2.38,10442.88,0.82,-7.11,-7.58,2.74,-0.91,54.76,48.51,3.95,1
40.48,31.8,1.02,2.49,4526.84,0.93,-8.95,-24.71,3.26,3.06,34.97,108.48,3.07,1
49.18,34.37,1.15,1.79,8284.97,1.15,-24.24,-14.47,3.69,-0.25,37.0,137.77,2.13,1
43.34,38.3,1.29,1.52,12943.36,1.17,-10.33,-8.98,2.21,4.99,31.56,82.71,2.37,1
40.61,34.85,0.91,2.18,8036.3,1.19,-12.96,-12.44,3.67,1.27,44.99,131.66,2.08,1
41.36,32.86,0.89,1.6,9143.82,0.74,-21.49,-9.89,3.63,3.85,41.86,115.93,3.8,1
47.9,38.47,0.85,1.67,9066.35,0.33,-14.34,-14.15,1.38,-0.4,30.7,139.0,2.92,1
46.15,38.63,1.53,2.17,6694.28,0.65,-10.22,-9.01,1.25,-0.68,42.65,63.6,3.32,1
48.22,32.28,1.25,2.04,4530.17,0.99,-6.19,-4.72,1.52,3.09,86.38,158.85,1.65,1
49.72,30.38,1.42,2.1,10943.04,1.02,-20.39,-4.88,2.5,-0.91,78.41,67.74,3.73,1
41.59,35.04,1.42,1.82,14124.93,0.94,-9.43,-10.1,3.12,4.16,68.57,58.81,2.34,1
45.5,35.37,1.37,1.61,14062.91,0.63,-11.16,-11.79,2.82,3.97,35.33,99.61,3.03,1
46.06,36.9,1.25,2.0,7567.26,1.05,-23.79,-11.38,2.88,3.09,40.88,91.1,2.71,1
42.83,37.98,1.04,1.53,12838.01,0.47,-15.77,-23.68,2.95,4.8,43.19,151.98,2.03,1
46.79,35.56,1.52,1.8,8329.75,0.75,-16.61,-15.8,1.6,4.19,78.82,118.16,3.74,0
48.3,39.0,0.97,1.56,12709.79,0.62,-19.3,-23.87,3.81,-0.21,64.32,136.24,2.77,1
40.97,35.86,1.16,1.82,4049.78,0.45,-19.55,-17.16,3.14,-0.18,52.73,131.06,2.88,1
49.05,34.67,1.08,2.28,3451.12,0.52,-5.46,-17.47,2.54,0.75,34.62,53.31,1.58,1
44.63,34.43,1.12,2.49,11238.9,0.79,-7.56,-17.78,1.91,2.08,33.26,142.59,1.53,1
42.82,37.67,0.86,2.1,13435.43,0.17,-14.47,-12.96,3.44,3.3,77.36,53.78,2.56,1
41.74,31.7,1.33,1.66,4320.64,0.65,-9.07,-11.69,3.26,0.86,47.1,91.44,2.92,1
40.67,39.8,1.31,1.75,6587.94,0.12,-9.25,-16.66,1.47,5.22,42.16,53.28,1.7,1
44.68,32.88,1.05,2.13,11719.43,0.72,-20.95,-22.82,3.46,5.95,44.24,111.25,2.25,1
46.38,30.37,1.59,2.31,7951.19,0.69,-19.66,-14.63,3.06,5.08,87.36,119.64,2.37,1
45.37,37.97,1.1,2.0,10015.92,0.74,-15.81,-17.97,1.83,4.18,75.19,138.62,3.23,0
44.82,35.3,1.32,1.98,14518.4,0.4,-24.24,-3.62,1.26,0.32,46.43,140.92,1.73,1
47.69,39.07,1.42,2.11,14312.39,0.5,-18.69,-18.0,2.76,-0.65,61.47,98.8,1.57,1
43.52,34.11,0.83,2.01,9397.22,1.01,-17.79,-20.74,3.93,5.02,46.25,155.11,2.41,1
44.97,32.12,1.08,2.28,4777.95,0.65,-15.12,-20.94,1.98,3.81,39.32,138.24,3.62,1
43.39,37.08,1.49,1.61,3374.43,0.44,-12.56,-4.75,1.99,4.46,37.65,116.92,1.55,1
41.01,36.91,1.44,1.92,5578.0,0.48,-7.85,-12.04,3.52,0.96,70.45,110.93,3.48,1
47.51,37.21,1.02,2.09,9010.67,0.37,-22.01,-11.78,3.55,5.96,64.82,56.91,1.92,1
48.11,39.34,1.35,2.36,3646.67,1.03,-9.43,-8.06,1.99,-0.89,59.68,104.13,3.58,1
48.45,35.4,1.37,2.15,5801.38,0.55,-8.1,-19.68,3.79,4.64,60.61,104.95,2.05,1
41.69,39.43,0.93,1.91,12917.01,0.5,-12.67,-10.41,1.87,1.84,65.11,100.08,3.2,1
46.29,32.87,0.94,2.31,9637.47,0.46,-13.29,-24.44,1.39,1.77,88.55,101.26,3.59,1
47.77,35.55,1.46,2.07,9609.98,0.15,-18.43,-13.64,1.53,-0.59,88.97,67.53,2.22,1
45.56,34.59,1.1,2.27,10123.82,0.55,-5.44,-16.55,1.56,5.34,54.46,51.41,2.71,1
45.28,32.54,1.5,1.79,4375.83,0.81,-22.59,-8.65,3.07,0.17,46.44,77.97,2.9,1
45.55,35.87,1.03,1.93,5320.94,0.86,-20.19,-10.78,3.93,0.57,31.4,89.88,2.97,1
45.43,35.45,1.44,2.49,8836.83,0.21,-23.03,-20.61,1.27,-0.15,83.68,157.74,2.64,1
42.73,31.64,1.5,2.4,6882.77,0.13,-15.51,-7.66,3.11,3.73,31.26,52.23,2.18,1
46.6,39.18,0.9,2.06,10504.57,0.86,-14.93,-19.34,1.51,5.72,73.14,71.64,1.88,1
46.72,38.62,1.46,1.51,12210.65,0.56,-10.27,-7.09,3.41,5.09,62.26,102.74,3.9,1
46.42,34.56,1.06,2.22,11271.04,0.66,-24.74,-5.17,2.76,0.33,53.06,55.52,2.03,1
49.72,30.38,1.42,2.1,10943.04,1.02,-20.39,-4.88,2.5,-0.91,78.41,67.74,3.73,1
46.46,32.41,1.58,2.23,12200.78,0.51,-5.27,-3.73,1.83,3.63,40.92,120.82,2.25,1
45.66,33.47,0.8,1.69,4329.73,0.69,-24.14,-4.58,3.54,5.62,48.89,148.63,3.17,1
41.49,37.88,0.95,1.71,10364.99,0.33,-17.37,-21.41,3.07,3.31,84.43,51.46,1.53,1
40.09,36.36,0.84,2.27,3841.96,0.11,-19.31,-8.0,3.5,2.55,86.3,53.74,2.06,1
40.78,38.01,1.09,1.77,6932.51,1.08,-22.93,-3.3,2.39,3.39,60.4,47.52,3.9,1
44.23,38.96,1.23,2.26,5131.71,0.18,-16.19,-17.8,2.54,1.41,81.76,128.27,2.07,1
43.16,33.84,1.12,1.98,8110.46,0.18,-20.61,-10.83,3.49,2.58,38.89,48.46,3.82,1
43.46,38.04,1.5,2.17,11936.13,1.14,-13.65,-6.46,1.45,5.08,32.68,42.58,2.9,1
47.13,36.28,1.15,2.08,5852.6,0.96,-8.85,-13.03,2.64,3.16,79.87,46.75,2.1,1
49.91,33.25,0.99,1.75,8709.2,1.04,-8.64,-22.76,3.13,0.17,71.16,99.55,3.7,1
43.62,32.76,1.31,1.82,8582.44,0.27,-5.58,-20.6,2.63,2.23,77.0,69.92,1.61,1
46.74,39.5,0.92,1.94,9789.8,0.41,-22.82,-7.87,2.44,3.42,36.12,43.3,2.22,1
47.65,36.16,1.02,2.08,11446.23,1.01,-11.46,-10.9,2.79,-0.36,86.71,125.78,3.05,1
48.84,34.96,1.49,2.2,12230.66,0.4,-7.06,-3.35,3.73,4.77,80.75,53.27,2.35,1
42.0,34.2,1.06,2.28,4818.6,0.77,-24.73,-11.84,1.09,-0.95,62.61,132.33,2.07,1
47.61,32.83,1.26,2.38,3855.61,1.01,-10.97,-6.8,3.67,4.21,69.96,51.37,3.28,1
46.99,32.06,1.03,1.8,6484.08,0.87,-17.98,-10.36,1.05,-0.83,58.1,150.01,1.62,1
45.28,32.54,1.5,1.79,4375.83,0.81,-22.59,-8.65,3.07,0.17,46.44,77.97,2.9,1
49.89,32.74,1.1,1.61,3923.88,0.32,-12.01,-9.94,3.47,4.79,46.45,84.58,3.76,1
45.66,33.47,0.8,1.69,4329.73,0.69,-24.14,-4.58,3.54,5.62,48.89,148.63,3.17,1
45.29,30.4,0.94,2.4,10252.67,0.25,-19.42,-8.08,3.91,0.39,35.01,76.05,2.74,1
40.55,33.05,0.93,2.04,6920.53,0.78,-13.56,-17.82,1.12,1.26,36.86,158.49,3.13,1
48.95,38.75,1.1,2.16,14932.32,0.58,-12.05,-3.49,3.71,4.78,40.2,78.73,3.26,1
43.3,38.4,1.46,1.75,3263.7,0.99,-21.62,-7.67,3.05,0.18,34.71,151.32,2.21,1
43.89,31.45,1.04,1.59,4010.76,0.23,-21.33,-22.82,3.77,2.93,50.71,159.43,2.42,1
45.13,31.1,1.3,2.09,4875.53,0.36,-23.74,-3.74,3.8,-0.69,69.08,90.75,2.6,1
44.71,35.72,0.87,1.66,9452.77,0.26,-16.86,-24.85,3.02,4.99,79.11,80.26,3.31,1
46.01,38.36,0.95,1.96,3275.01,0.49,-16.3,-21.19,3.14,0.23,39.63,129.93,2.65,1
43.86,31.18,1.35,1.68,13925.16,0.9,-10.2,-18.14,3.86,1.89,46.03,118.44,2.12,1
48.26,34.03,1.31,1.59,3595.4,0.77,-5.39,-4.28,3.88,3.08,56.98,125.99,3.87,1
44.0,37.43,0.83,1.91,11772.21,0.68,-24.4,-13.87,3.62,-0.14,43.63,83.45,3.47,1
44.51,34.95,1.02,2.18,5427.81,1.09,-8.17,-19.43,2.54,5.68,81.23,52.66,1.66,1
40.37,38.7,1.44,2.27,8623.21,0.85,-16.77,-20.77,2.17,4.51,78.11,155.34,2.98,1
43.8,39.93,1.17,1.65,5094.3,0.65,-14.95,-15.69,1.59,-0.38,65.06,56.52,3.34,1
43.96,38.67,1.47,2.08,12722.09,0.93,-12.09,-3.3,3.13,5.02,76.93,139.54,1.85,1
45.15,37.84,1.01,2.44,7816.59,0.59,-15.46,-17.72,3.28,3.03,66.21,112.11,2.55,1
43.74,37.38,1.47,2.48,3145.94,0.22,-24.31,-23.72,3.86,0.56,35.02,72.4,3.69,1
44.71,35.72,0.87,1.66,9452.77,0.26,-16.86,-24.85,3.02,4.99,79.11,80.26,3.31,1
40.02,32.27,1.29,1.67,8814.16,0.76,-17.19,-24.37,1.19,4.67,59.7,51.43,3.81,1
44.21,32.69,1.03,1.67,11469.64,0.94,-19.53,-14.22,2.81,2.98,59.99,48.84,2.04,1
45.68,38.08,1.22,2.14,9557.77,0.62,-22.4,-6.79,1.33,1.88,36.21,133.61,3.45,1
48.25,33.99,0.86,2.42,10613.37,0.41,-7.31,-18.43,3.52,3.28,52.92,62.06,3.57,1
40.53,38.16,1.07,2.18,13008.17,0.78,-20.16,-9.68,2.97,5.43,47.61,44.28,2.51,1
48.75,38.68,1.18,1.58,4671.04,1.14,-13.79,-7.5,1.23,-0.54,76.63,53.9,1.56,1
47.0,39.7,1.48,1.84,8512.94,1.05,-7.14,-13.14,2.64,-0.42,42.77,54.2,3.24,1
43.5,32.46,1.5,1.97,9300.01,0.97,-6.73,-11.26,2.24,3.31,49.03,149.5,3.45,1
47.61,32.83,1.26,2.38,3855.61,1.01,-10.97,-6.8,3.67,4.21,69.96,51.37,3.28,1
45.25,34.87,1.09,2.08,13444.83,1.0,-17.01,-3.59,3.87,3.9,36.2,147.71,2.16,1
45.86,34.85,1.22,2.28,7167.85,0.71,-10.85,-3.1,3.08,5.73,53.94,113.05,3.8,1
43.05,31.13,1.14,2.07,14074.57,1.13,-16.69,-22.82,3.32,4.14,31.84,93.61,2.4,1
48.88,35.22,1.33,1.75,3867.43,0.35,-19.71,-10.75,3.97,2.68,53.53,103.04,3.48,1
47.86,39.19,1.24,1.67,13178.83,1.07,-18.92,-10.33,1.06,5.48,50.83,107.67,2.02,1
47.21,39.45,0.81,1.86,9337.27,0.72,-24.41,-5.87,1.41,-0.04,34.54,147.46,2.38,1
40.03,37.18,1.1,2.32,13622.85,0.65,-15.4,-16.95,3.39,0.11,53.69,69.41,2.82,1
45.96,30.16,1.54,2.2,11711.71,1.12,-22.81,-13.85,1.69,0.74,31.5,119.79,2.3,1
48.97,31.38,1.07,1.7,8090.07,0.69,-23.54,-21.13,2.86,4.88,35.33,154.78,2.56,1
42.92,33.81,1.39,2.48,12964.35,1.03,-18.93,-20.71,1.73,5.6,39.83,65.54,1.82,1
49.46,39.9,1.3,2.34,14877.46,0.44,-21.3,-17.88,3.9,1.07,57.06,142.13,1.54,1
48.16,35.65,1.56,1.86,10508.56,0.46,-9.34,-11.78,3.96,-0.99,38.45,45.23,1.66,1
40.67,32.85,1.5,2.01,9358.53,0.22,-5.85,-22.35,3.9,0.3,32.95,152.9,1.9,1
48.71,30.18,1.07,2.22,8069.44,1.17,-18.77,-15.48,3.95,0.47,54.49,44.35,1.92,1
47.05,32.76,1.45,2.35,13740.47,0.75,-6.0,-12.25,2.35,3.62,89.78,150.03,3.73,1
44.49,33.45,0.81,1.7,11427.83,0.15,-24.63,-6.16,3.75,-0.74,45.59,83.01,2.36,1
46.58,38.04,1.31,1.89,4275.69,1.16,-15.05,-15.28,3.29,4.19,72.27,157.57,2.61,1
41.32,37.32,1.1,2.06,13307.08,0.92,-11.94,-3.91,2.27,-0.83,87.68,89.01,2.5,1
43.49,39.38,0.89,1.53,4816.92,0.69,-6.04,-3.04,3.19,1.72,67.56,93.79,2.31,1
44.27,36.14,0.81,1.53,4381.3,0.76,-16.21,-9.75,2.34,-0.95,44.75,151.84,2.79,1
41.94,32.12,1.18,2.28,4374.47,0.88,-14.81,-9.94,1.04,5.59,35.55,87.54,3.27,1
42.84,36.14,1.06,1.6,7778.24,0.18,-14.29,-3.29,1.06,2.39,43.24,154.76,3.74,1
45.09,32.59,1.1,1.93,8402.78,0.64,-8.3,-11.12,3.58,2.61,61.42,115.45,2.64,1
42.84,31.31,0.95,1.8,5484.24,0.42,-24.16,-15.4,3.07,-0.93,39.99,52.39,3.39,1
48.71,30.18,1.07,2.22,8069.44,1.17,-18.77,-15.48,3.95,0.47,54.49,44.35,1.92,1
40.72,36.59,0.97,2.15,12487.32,1.09,-7.87,-13.15,3.11,1.44,70.0,113.24,3.72,1
42.49,32.96,1.05,2.23,8033.11,0.17,-11.09,-20.02,3.97,-0.84,79.19,101.27,1.76,1
42.1,38.82,1.15,2.27,5446.31,1.11,-24.9,-10.19,3.79,4.57,67.7,43.23,2.71,1
42.43,35.6,1.5,2.08,5016.0,0.37,-5.25,-18.41,3.6,4.57,74.52,126.63,3.52,1
40.69,38.96,1.24,2.38,12520.91,0.91,-5.88,-17.42,2.88,5.34,44.76,40.73,1.83,1
42.82,32.36,0.88,1.91,12610.62,0.74,-15.81,-6.74,1.44,-0.59,74.63,126.92,2.07,1
49.95,32.91,1.29,2.15,6752.86,0.43,-22.98,-4.19,2.48,3.91,77.19,72.14,2.76,1
49.37,31.79,0.86,1.55,3868.1,0.2,-5.1,-12.79,3.09,-0.3,63.42,102.31,2.98,1
45.01,36.89,1.14,1.81,11084.57,1.13,-7.53,-16.52,3.59,-0.19,33.52,157.98,2.97,1
47.77,35.55,1.46,2.07,9609.98,0.15,-18.43,-13.64,1.53,-0.59,88.97,67.53,2.22,1
47.84,38.87,0.81,1.71,14002.63,0.19,-15.8,-3.96,2.93,-0.26,69.15,107.62,3.85,1
48.88,36.78,0.84,1.74,6378.92,0.29,-20.24,-20.03,3.64,2.24,82.59,56.56,3.91,1
46.05,39.48,1.47,2.47,8678.27,0.55,-9.86,-20.2,2.24,0.19,35.96,134.36,2.41,1
48.55,34.09,1.49,2.4,7109.68,0.65,-18.36,-9.71,3.74,5.89,74.63,76.63,2.24,1
49.99,38.28,1.49,1.53,14428.7,1.01,-8.53,-4.61,2.24,-0.46,64.17,104.28,1.53,1
40.94,34.89,1.42,2.14,7116.52,0.86,-17.04,-13.55,1.68,2.21,52.55,73.99,1.74,1
43.0,38.0,1.27,1.86,14055.81,0.47,-13.18,-3.64,3.73,5.67,50.93,69.68,1.87,1
46.72,38.62,1.46,1.51,12210.65,0.56,-10.27,-7.09,3.41,5.09,62.26,102.74,3.9,1
40.21,34.68,1.5,2.26,11706.33,0.76,-9.63,-15.64,2.05,4.86,37.72,60.1,2.59,1
45.68,38.08,1.22,2.14,9557.77,0.62,-22.4,-6.79,1.33,1.88,36.21,133.61,3.45,1
49.63,39.04,1.35,1.94,13684.13,0.61,-12.14,-4.64,1.53,4.36,86.03,89.34,3.38,1
47.14,38.46,0.82,2.06,11492.63,1.08,-17.34,-16.29,2.74,3.62,31.26,95.56,2.79,1
43.32,36.4,1.23,2.34,6586.51,0.69,-20.25,-4.66,3.89,1.13,81.76,92.12,2.19,1
42.32,36.83,1.53,2.32,7049.79,0.95,-9.04,-24.68,1.45,1.64,71.68,83.48,2.8,1
49.18,34.37,1.15,1.79,8284.97,1.15,-24.24,-14.47,3.69,-0.25,37.0,137.77,2.13,1
41.22,36.59,0.96,2.17,6426.15,0.43,-20.56,-22.94,2.83,3.91,31.02,116.08,1.55,1
48.94,39.2,1.3,1.88,14694.73,0.8,-23.68,-23.14,3.25,-0.57,30.47,87.26,3.1,1
48.5,36.18,1.08,2.04,9511.38,0.72,-7.32,-12.62,1.2,4.15,35.03,133.88,3.01,1
49.89,35.04,1.41,2.07,9812.95,0.96,-9.31,-20.48,1.48,0.29,43.89,49.41,2.1,1
