Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type,Inspector_Comment,QC_Grade
CELL-019856,BTH-0039,Line_2,Morning,ChemCorp,24.91,0.154,15.0,13.38,4993.0,96.93,None,,Grade A
CELL-008356,BTH-0039,Line_1,Night,LithioMat,23.1,0.163,15.08,14.15,5022.0,96.61,None,,Grade A
CELL-011163,BTH-0039,Line_1,Night,VoltIndustries,19.66,0.123,14.87,14.62,5017.0,97.6,None,,Grade B
CELL-013495,BTH-0039,Line_1,Morning,VoltIndustries,24.52,0.102,14.93,14.71,4977.0,96.76,Poor Retention,,Scrap
CELL-018267,BTH-0039,Line_3,Night,LithioMat,21.67,0.158,14.94,13.19,5035.0,97.41,None,,Grade A
CELL-003599,BTH-0039,Line_1,Evening,ChemCorp,25.97,0.135,14.85,14.89,4982.0,97.34,None,,Grade A
CELL-002986,BTH-0039,Line_1,Morning,ChemCorp,23.76,0.132,14.96,14.29,4994.0,98.71,None,,Grade A
CELL-001236,BTH-0039,Line_1,Evening,ChemCorp,21.87,0.149,15.02,13.81,4939.0,97.78,None,,Grade A
CELL-011454,BTH-0039,Line_1,Night,ChemCorp,20.94,0.137,14.91,14.29,4949.0,97.11,None,Routine visual inspection passed.,Grade A
CELL-001448,BTH-0039,Line_1,Morning,LithioMat,,0.169,15.13,14.4,4959.0,97.51,None,Routine visual inspection passed.,Grade A
CELL-001052,BTH-0039,Line_3,Evening,ChemCorp,25.17,0.164,15.06,14.04,4980.0,97.55,None,,Grade A
CELL-000339,BTH-0039,Line_1,Evening,LithioMat,25.59,0.139,14.66,14.98,4949.0,97.4,None,,Grade A
CELL-015816,BTH-0039,Line_3,Night,ChemCorp,22.91,0.163,15.08,14.51,4952.0,97.72,None,,Grade A
CELL-010821,BTH-0039,Line_1,Night,ChemCorp,20.87,0.18,15.09,14.09,4962.0,95.51,None,,Grade A
CELL-004567,BTH-0039,Line_1,Night,VoltIndustries,19.96,0.131,14.97,14.99,5015.0,97.7,None,,Grade A
CELL-018751,BTH-0039,Line_1,Evening,ChemCorp,21.14,0.159,15.0,14.03,4987.0,97.43,None,,Grade A
CELL-010723,BTH-0039,Line_1,Evening,ChemCorp,23.7,0.188,15.16,14.51,4991.0,96.34,None,,Grade A
CELL-019369,BTH-0039,Line_3,Evening,VoltIndustries,23.95,0.163,14.99,14.99,5059.0,97.48,None,,Grade A
CELL-000654,BTH-0039,Line_3,Evening,ChemCorp,23.17,0.139,15.06,13.75,4986.0,98.06,None,,Grade A
CELL-010421,BTH-0039,Line_1,Morning,LithioMat,23.48,0.106,15.02,14.29,4977.0,97.8,Poor Retention,,Scrap
CELL-008181,BTH-0039,Line_3,Morning,LithioMat,22.71,0.146,15.07,15.14,4970.0,97.39,High Internal Resistance,,Grade A
CELL-001909,BTH-0039,Line_1,Morning,LithioMat,24.7,0.159,14.98,13.69,4981.0,97.2,None,,Grade A
CELL-000810,BTH-0039,Line_1,Morning,LithioMat,24.58,0.125,15.0,15.19,4972.0,96.0,High Internal Resistance,,Grade A
CELL-010672,BTH-0039,Line_3,Morning,LithioMat,23.83,0.139,14.92,14.77,5022.0,97.46,None,,Grade A
CELL-012330,BTH-0039,Line_1,Evening,ChemCorp,23.41,0.133,15.0,14.7,5007.0,96.67,None,,Grade A
CELL-007966,BTH-0039,Line_1,Evening,ChemCorp,22.71,0.139,14.84,14.17,4981.0,96.59,None,,Grade A
CELL-002255,BTH-0039,Line_1,Morning,ChemCorp,24.23,0.152,15.02,13.3,5006.0,96.53,None,,Grade A
CELL-005686,BTH-0039,Line_1,Night,ChemCorp,23.34,0.125,15.04,14.26,4981.0,96.74,None,,Grade A
CELL-002772,BTH-0039,Line_2,Evening,LithioMat,24.25,0.158,14.97,13.57,5014.0,97.44,None,,Grade A
CELL-019668,BTH-0039,Line_1,Morning,LithioMat,24.18,0.177,15.07,13.85,5007.0,97.36,None,,Grade A
CELL-002009,BTH-0039,Line_1,Morning,ChemCorp,24.53,0.126,15.02,13.7,5005.0,97.76,None,,Grade A
CELL-016584,BTH-0039,Line_2,Evening,ChemCorp,22.92,0.178,15.1,15.02,5042.0,97.35,High Internal Resistance,,Grade A
CELL-016930,BTH-0039,Line_2,Night,LithioMat,19.1,0.157,14.95,14.26,4984.0,97.1,None,,Grade A
CELL-004486,BTH-0039,Line_1,Evening,ChemCorp,24.77,0.147,15.15,14.46,5029.0,97.38,None,,Grade A
CELL-002351,BTH-0039,Line_3,Evening,VoltIndustries,24.17,0.163,15.03,13.7,5036.0,96.87,None,,Grade A
CELL-008361,BTH-0039,Line_2,Night,ChemCorp,21.33,0.164,15.05,14.1,4993.0,96.75,None,,Grade A
CELL-011721,BTH-0039,Line_2,Evening,LithioMat,20.82,0.145,14.9,14.02,4991.0,96.42,None,,Grade A
CELL-010836,BTH-0039,Line_1,Evening,LithioMat,22.75,0.138,14.95,13.52,4971.0,98.05,None,,Grade A
CELL-012901,BTH-0039,Line_2,Morning,VoltIndustries,23.87,0.126,14.97,15.69,4872.0,94.26,High Internal Resistance,,Grade B
CELL-006988,BTH-0039,Line_1,Evening,LithioMat,26.43,0.155,14.61,15.16,4962.0,97.07,High Internal Resistance,,Grade A
CELL-008822,BTH-0039,Line_2,Evening,LithioMat,24.28,0.167,14.9,13.42,4980.0,96.56,None,,Grade A
CELL-014858,BTH-0039,Line_1,Morning,ChemCorp,24.39,0.184,14.95,14.11,4965.0,97.67,None,,Grade A
CELL-002040,BTH-0039,Line_2,Evening,ChemCorp,23.39,0.153,14.94,14.84,5009.0,96.0,None,,Grade A
CELL-012167,BTH-0039,Line_2,Evening,LithioMat,23.35,0.154,14.82,13.41,4979.0,96.77,None,,Grade A
CELL-000873,BTH-0039,Line_3,Night,VoltIndustries,22.81,0.161,15.05,15.29,5007.0,96.92,High Internal Resistance,,Grade B
CELL-005462,BTH-0039,Line_2,Evening,LithioMat,23.58,0.153,14.95,13.78,4987.0,97.13,None,,Grade A
CELL-014623,BTH-0039,Line_1,Morning,LithioMat,23.05,0.155,14.98,13.85,5023.0,96.92,None,,Grade A
CELL-010684,BTH-0040,Line_3,Evening,VoltIndustries,25.26,0.145,15.01,15.25,4934.0,97.72,High Internal Resistance,,Grade B
CELL-012234,BTH-0040,Line_2,Morning,ChemCorp,,0.17,14.88,13.24,4966.0,98.23,None,,Grade A
CELL-006505,BTH-0040,Line_2,Morning,ChemCorp,23.27,0.144,14.78,16.49,4786.0,94.71,High Internal Resistance,,Scrap
CELL-001302,BTH-0040,Line_1,Morning,LithioMat,25.2,0.166,14.97,13.64,5014.0,97.23,None,,Grade A
CELL-015047,BTH-0040,Line_1,Evening,LithioMat,24.45,0.143,15.09,14.41,5027.0,95.03,None,,Grade A
CELL-012610,BTH-0040,Line_1,Morning,LithioMat,25.01,0.098,14.97,13.56,5049.0,96.43,Poor Retention,Laser alignment recalibrated mid-batch.,Scrap
CELL-002211,BTH-0040,Line_3,Night,VoltIndustries,22.38,0.148,15.03,14.63,4977.0,95.8,None,Shift handover completed.,Grade A
CELL-015163,BTH-0040,Line_3,Evening,ChemCorp,23.22,0.106,15.01,13.89,5026.0,97.29,Poor Retention,Slight electrolyte spill cleared by tech.,Scrap
CELL-002213,BTH-0040,Line_1,Evening,LithioMat,20.26,0.169,14.84,14.1,5031.0,96.26,None,,Grade A
CELL-002202,BTH-0040,Line_3,Night,VoltIndustries,18.3,0.131,15.09,14.96,4983.0,96.9,None,,Grade A
CELL-002176,BTH-0040,Line_1,Morning,ChemCorp,24.28,0.137,14.89,13.54,4983.0,97.69,None,,Grade A
CELL-004097,BTH-0040,Line_3,Night,ChemCorp,23.67,0.13,14.93,13.57,4983.0,96.61,None,,Grade A
CELL-007406,BTH-0040,Line_1,Night,LithioMat,20.62,0.132,15.08,14.45,4991.0,98.29,None,,Grade A
CELL-003358,BTH-0040,Line_3,Evening,VoltIndustries,24.01,0.133,15.06,15.1,4968.0,96.7,High Internal Resistance,,Grade A
CELL-011404,BTH-0040,Line_1,Morning,ChemCorp,24.38,0.146,15.01,12.7,4977.0,95.56,None,,Grade A
CELL-016484,BTH-0040,Line_1,Night,ChemCorp,21.03,0.121,14.93,13.47,4982.0,97.01,None,,Grade B
CELL-017428,BTH-0040,Line_3,Evening,LithioMat,,0.153,14.92,14.53,4961.0,96.56,None,,Grade A
CELL-017859,BTH-0040,Line_2,Morning,ChemCorp,23.72,0.162,15.01,13.84,4994.0,97.21,None,,Grade A
CELL-002644,BTH-0040,Line_3,Evening,ChemCorp,26.32,0.094,14.87,13.65,5011.0,96.89,Poor Retention,,Scrap
CELL-005579,BTH-0040,Line_1,Evening,ChemCorp,24.23,0.16,14.97,14.12,4987.0,96.75,None,,Grade A
CELL-018692,BTH-0040,Line_1,Night,ChemCorp,22.13,0.108,14.92,13.37,5045.0,96.36,None,,Scrap
CELL-007342,BTH-0040,Line_3,Morning,ChemCorp,19.73,0.167,15.04,14.52,4996.0,96.85,None,,Grade A
CELL-001792,BTH-0040,Line_1,Night,VoltIndustries,22.73,0.134,14.88,14.84,5020.0,96.5,None,,Grade A
CELL-010367,BTH-0040,Line_3,Night,ChemCorp,23.62,0.149,14.99,14.2,5003.0,98.38,None,,Grade A
CELL-005612,BTH-0040,Line_3,Morning,ChemCorp,21.82,0.129,14.94,13.85,5013.0,97.29,None,,Grade A
CELL-006945,BTH-0040,Line_2,Evening,LithioMat,24.34,0.169,15.03,14.37,4988.0,95.05,None,,Grade A
CELL-006423,BTH-0040,Line_2,Night,LithioMat,,0.121,15.3,14.03,4961.0,96.08,None,,Grade B
CELL-017412,BTH-0040,Line_2,Evening,LithioMat,24.55,0.132,14.88,14.68,5035.0,96.63,None,,Grade A
CELL-016222,BTH-0040,Line_3,Night,VoltIndustries,18.54,0.182,14.89,15.09,4981.0,96.18,High Internal Resistance,,Grade A
CELL-018901,BTH-0040,Line_2,Night,LithioMat,22.89,0.152,14.91,14.56,4989.0,97.75,None,,Grade A
CELL-010027,BTH-0040,Line_2,Night,ChemCorp,20.95,0.191,15.11,14.52,4983.0,98.04,None,,Grade A
CELL-015724,BTH-0041,Line_2,Night,LithioMat,21.68,0.143,14.99,13.91,4988.0,98.46,None,,Grade A
CELL-006043,BTH-0041,Line_2,Evening,ChemCorp,22.09,0.171,14.98,14.55,5015.0,98.51,None,,Grade A
CELL-000959,BTH-0041,Line_1,Evening,ChemCorp,23.52,0.145,14.94,13.66,5030.0,96.85,None,,Grade A
CELL-005550,BTH-0041,Line_1,Evening,ChemCorp,24.11,0.114,15.13,14.29,4920.0,95.86,None,,Scrap
CELL-004625,BTH-0041,Line_1,Night,LithioMat,21.12,0.179,15.27,14.49,5018.0,97.78,None,,Grade A
CELL-009484,BTH-0041,Line_1,Morning,ChemCorp,25.44,0.149,14.96,13.71,5016.0,95.81,None,,Grade A
CELL-004549,BTH-0041,Line_2,Evening,ChemCorp,24.23,0.14,15.08,13.47,5054.0,97.76,None,,Grade A
CELL-013652,BTH-0041,Line_1,Evening,ChemCorp,23.79,0.157,14.95,13.83,4942.0,95.31,None,,Grade A
CELL-005593,BTH-0041,Line_2,Morning,LithioMat,25.85,0.13,15.01,14.1,5019.0,96.88,None,,Grade A
CELL-004328,BTH-0041,Line_1,Morning,VoltIndustries,23.88,0.194,14.96,15.08,4989.0,96.04,High Internal Resistance,,Grade A
CELL-002472,BTH-0041,Line_1,Morning,ChemCorp,21.93,0.112,14.87,14.56,4985.0,97.72,None,,Scrap
CELL-019754,BTH-0041,Line_2,Evening,VoltIndustries,23.71,0.123,15.04,15.67,4895.0,94.39,High Internal Resistance,,Grade B
CELL-009518,BTH-0041,Line_1,Evening,LithioMat,23.19,0.121,15.01,14.42,4956.0,96.23,None,,Grade B
CELL-000151,BTH-0041,Line_1,Morning,LithioMat,23.74,0.158,14.95,13.34,4975.0,97.44,None,,Grade A
CELL-005945,BTH-0041,Line_1,Night,ChemCorp,18.27,0.165,14.92,14.81,4996.0,97.11,None,,Grade A
CELL-013139,BTH-0041,Line_2,Night,ChemCorp,19.76,0.124,15.01,13.71,5013.0,97.3,None,,Grade B
CELL-000126,BTH-0041,Line_1,Morning,LithioMat,25.5,0.098,14.88,14.77,5020.0,97.63,Poor Retention,,Scrap
CELL-017357,BTH-0041,Line_3,Evening,LithioMat,21.67,0.135,15.02,13.22,5000.0,96.19,None,,Grade A
CELL-014883,BTH-0041,Line_2,Morning,ChemCorp,24.09,0.106,14.93,13.5,4977.0,96.84,Poor Retention,,Scrap
CELL-001817,BTH-0041,Line_3,Morning,ChemCorp,23.07,0.13,15.02,15.26,4958.0,97.35,High Internal Resistance,,Grade B
CELL-015563,BTH-0041,Line_1,Evening,VoltIndustries,25.04,0.148,14.94,15.98,4801.0,93.46,High Internal Resistance,,Grade B
CELL-002665,BTH-0041,Line_3,Evening,LithioMat,23.15,0.122,15.06,14.31,4988.0,97.74,None,,Grade B
CELL-019349,BTH-0041,Line_2,Morning,ChemCorp,27.26,0.162,14.96,14.9,4985.0,97.15,None,,Grade A
CELL-014513,BTH-0041,Line_2,Morning,ChemCorp,25.43,0.136,14.9,13.6,5011.0,96.67,None,,Grade A
CELL-016277,BTH-0041,Line_2,Morning,LithioMat,26.39,0.135,14.89,13.6,4998.0,96.51,None,,Grade A
CELL-004188,BTH-0041,Line_3,Evening,VoltIndustries,26.31,0.167,14.79,16.37,4752.0,93.73,High Internal Resistance,,Scrap
CELL-009046,BTH-0041,Line_2,Morning,LithioMat,25.62,0.127,14.67,15.5,4900.0,94.2,High Internal Resistance,,Grade B
CELL-005139,BTH-0041,Line_1,Night,ChemCorp,25.2,0.135,15.03,13.63,5053.0,96.37,None,,Grade A
CELL-016698,BTH-0041,Line_3,Night,VoltIndustries,22.37,0.164,14.81,14.43,4987.0,97.9,None,,Grade A
CELL-014565,BTH-0041,Line_3,Evening,VoltIndustries,24.58,0.153,15.17,15.32,4925.0,97.42,High Internal Resistance,,Grade B
CELL-002527,BTH-0041,Line_1,Evening,ChemCorp,25.05,0.155,15.16,14.3,5031.0,96.15,None,Standard calibration OK.,Grade A
CELL-019033,BTH-0041,Line_1,Evening,ChemCorp,25.46,0.146,14.92,13.91,4986.0,96.9,None,,Grade A
CELL-015335,BTH-0041,Line_1,Morning,LithioMat,26.39,0.145,14.77,15.92,4850.0,93.39,High Internal Resistance,,Grade B
CELL-004485,BTH-0041,Line_3,Morning,ChemCorp,23.04,0.141,15.05,14.81,4977.0,98.65,None,,Grade A
CELL-012157,BTH-0041,Line_2,Morning,ChemCorp,25.65,0.159,14.91,14.03,5027.0,97.27,None,,Grade A
CELL-014917,BTH-0041,Line_1,Morning,LithioMat,24.48,0.13,15.14,14.4,5057.0,97.41,None,,Grade A
CELL-007948,BTH-0041,Line_3,Evening,VoltIndustries,26.33,0.095,14.58,16.59,4800.0,94.14,Short Circuit Risk (Overhang),,Scrap
CELL-004477,BTH-0041,Line_1,Night,ChemCorp,23.3,0.145,14.91,14.72,4979.0,97.68,None,,Grade A
CELL-008478,BTH-0042,Line_3,Evening,ChemCorp,23.29,0.168,15.07,13.78,4960.0,96.92,None,,Grade A
CELL-007147,BTH-0042,Line_2,Night,ChemCorp,20.89,0.137,15.11,14.42,5001.0,96.31,None,,Grade A
CELL-001815,BTH-0042,Line_1,Evening,ChemCorp,23.84,0.154,15.05,13.64,5026.0,96.35,None,,Grade A
CELL-009310,BTH-0042,Line_2,Night,LithioMat,21.33,0.148,14.9,13.98,5001.0,97.74,None,,Grade A
CELL-016626,BTH-0042,Line_3,Night,ChemCorp,19.82,0.143,15.0,13.54,5025.0,97.89,None,,Grade A
CELL-003083,BTH-0042,Line_1,Evening,ChemCorp,23.48,0.13,14.87,13.58,4961.0,97.27,None,,Grade A
CELL-017583,BTH-0042,Line_1,Night,LithioMat,19.27,0.189,14.98,14.11,4983.0,96.19,None,,Grade A
CELL-007936,BTH-0042,Line_3,Night,VoltIndustries,20.37,0.145,15.08,13.68,4979.0,96.74,None,,Grade A
CELL-003098,BTH-0042,Line_2,Night,LithioMat,19.06,0.129,15.09,14.23,4967.0,97.64,None,,Grade A
CELL-004051,BTH-0042,Line_3,Night,ChemCorp,22.17,0.13,15.07,15.15,4949.0,96.33,High Internal Resistance,,Grade A
CELL-011566,BTH-0042,Line_1,Night,LithioMat,,0.124,15.04,14.11,5027.0,97.93,None,,Grade B
CELL-001907,BTH-0042,Line_2,Night,LithioMat,20.13,0.155,15.09,13.98,4982.0,97.15,None,,Grade A
CELL-004083,BTH-0042,Line_1,Evening,ChemCorp,24.84,0.18,14.91,13.47,5018.0,95.88,None,,Grade A
CELL-000187,BTH-0042,Line_1,Evening,ChemCorp,26.69,0.152,14.9,14.01,4996.0,98.28,None,,Grade A
CELL-000813,BTH-0042,Line_1,Evening,LithioMat,23.79,0.144,15.03,13.57,4969.0,97.39,None,Shift handover completed.,Grade A
CELL-009951,BTH-0042,Line_2,Night,LithioMat,21.57,0.153,15.03,13.67,4945.0,96.65,None,Standard calibration OK.,Grade A
CELL-009555,BTH-0042,Line_2,Morning,ChemCorp,25.3,0.14,14.9,14.41,5043.0,96.93,None,,Grade A
CELL-003239,BTH-0042,Line_3,Night,ChemCorp,22.7,0.144,14.94,14.34,4981.0,97.9,None,,Grade A
CELL-012078,BTH-0042,Line_1,Evening,LithioMat,22.76,0.162,15.11,13.81,5048.0,97.09,None,,Grade A
CELL-019476,BTH-0042,Line_2,Evening,LithioMat,24.65,0.148,14.97,14.11,4986.0,97.84,None,,Grade A
CELL-017837,BTH-0042,Line_2,Night,ChemCorp,20.69,0.167,14.95,13.94,4994.0,97.82,None,,Grade A
CELL-001266,BTH-0042,Line_2,Morning,LithioMat,22.01,0.155,14.91,13.91,4990.0,97.45,None,,Grade A
CELL-017864,BTH-0042,Line_1,Morning,LithioMat,25.36,0.116,14.9,14.3,5010.0,96.79,None,,Grade B
CELL-013127,BTH-0042,Line_1,Morning,LithioMat,24.35,0.189,14.91,14.54,5028.0,95.15,None,,Grade A
CELL-010277,BTH-0042,Line_1,Morning,LithioMat,24.72,0.147,15.04,13.59,4981.0,94.85,Poor Retention,,Grade A
CELL-013016,BTH-0042,Line_2,Night,ChemCorp,22.35,0.145,15.14,13.39,5002.0,96.5,None,,Grade A
CELL-016316,BTH-0042,Line_3,Morning,VoltIndustries,24.09,0.13,15.07,15.01,5021.0,97.06,High Internal Resistance,,Grade A
CELL-004745,BTH-0042,Line_3,Night,LithioMat,21.6,0.163,15.12,15.18,4988.0,97.07,High Internal Resistance,,Grade A
CELL-008190,BTH-0042,Line_1,Night,ChemCorp,21.62,0.212,15.05,13.03,5040.0,95.77,None,,Grade A
CELL-001456,BTH-0042,Line_1,Morning,VoltIndustries,26.3,0.129,14.79,16.98,4720.0,95.04,Critical Resistance,,Scrap
CELL-001421,BTH-0042,Line_1,Evening,LithioMat,23.35,0.162,15.11,14.29,4983.0,95.9,None,,Grade A
CELL-008971,BTH-0042,Line_2,Morning,ChemCorp,25.43,0.15,14.92,13.94,5055.0,96.87,None,,Grade A
CELL-010997,BTH-0042,Line_1,Morning,VoltIndustries,24.84,0.195,15.15,14.56,5023.0,97.66,None,,Grade A
CELL-010995,BTH-0042,Line_2,Evening,LithioMat,24.14,0.152,15.11,13.89,5002.0,98.16,None,,Grade A
CELL-018105,BTH-0042,Line_3,Night,LithioMat,21.8,0.141,15.19,13.54,4998.0,97.79,None,Standard calibration OK.,Grade A
CELL-010399,BTH-0042,Line_1,Night,LithioMat,20.0,0.151,14.96,14.13,4979.0,96.24,None,Shift handover completed.,Grade A
CELL-018269,BTH-0042,Line_2,Night,VoltIndustries,19.58,0.151,15.07,14.07,4939.0,97.05,None,,Grade A
CELL-013027,BTH-0042,Line_1,Night,ChemCorp,20.7,0.14,15.09,14.57,4996.0,96.31,None,,Grade A
CELL-010400,BTH-0042,Line_2,Morning,LithioMat,23.25,0.132,14.87,13.89,5014.0,97.67,None,,Grade A
CELL-014640,BTH-0042,Line_1,Evening,LithioMat,22.79,0.17,15.14,13.72,5038.0,97.25,None,,Grade A
CELL-015732,BTH-0042,Line_2,Evening,LithioMat,22.78,0.163,14.76,15.66,4910.0,94.28,High Internal Resistance,,Grade B
CELL-013327,BTH-0042,Line_1,Morning,LithioMat,25.79,0.146,14.79,15.76,4889.0,90.87,High Internal Resistance,,Grade B
CELL-003442,BTH-0042,Line_3,Evening,VoltIndustries,24.78,0.17,15.02,14.58,4984.0,98.17,None,,Grade A
CELL-008801,BTH-0042,Line_1,Night,ChemCorp,22.52,0.173,14.79,14.78,4955.0,97.97,None,,Grade A
CELL-015797,BTH-0042,Line_3,Morning,VoltIndustries,21.85,0.148,15.17,14.74,4972.0,97.56,None,,Grade A
CELL-003440,BTH-0042,Line_1,Evening,LithioMat,21.9,0.164,15.08,13.96,4985.0,97.11,None,,Grade A
CELL-010097,BTH-0042,Line_1,Evening,ChemCorp,24.39,0.108,14.93,14.29,4997.0,96.9,Poor Retention,,Scrap
CELL-003973,BTH-0043,Line_2,Morning,ChemCorp,23.71,0.112,14.95,13.25,4986.0,97.39,None,,Scrap
CELL-014231,BTH-0043,Line_2,Night,ChemCorp,19.16,0.149,14.88,14.48,4976.0,98.7,None,,Grade A
CELL-019577,BTH-0043,Line_1,Night,ChemCorp,21.81,0.181,15.07,13.67,5020.0,97.8,None,,Grade A
CELL-013279,BTH-0043,Line_2,Morning,LithioMat,24.98,0.148,14.96,14.4,5038.0,96.91,None,,Grade A
CELL-018191,BTH-0043,Line_2,Morning,ChemCorp,24.65,0.177,14.92,14.19,4974.0,96.35,None,,Grade A
CELL-009453,BTH-0043,Line_2,Morning,ChemCorp,24.5,0.193,15.0,14.32,5006.0,97.18,None,,Grade A
CELL-005779,BTH-0043,Line_3,Evening,ChemCorp,24.95,0.159,15.14,14.21,4988.0,96.52,None,,Grade A
CELL-001126,BTH-0043,Line_2,Night,VoltIndustries,21.12,0.137,15.01,15.19,4984.0,96.38,High Internal Resistance,Standard calibration OK.,Grade A
CELL-016622,BTH-0043,Line_1,Morning,ChemCorp,23.04,0.173,14.83,13.95,5030.0,96.71,None,,Grade A
CELL-008066,BTH-0043,Line_1,Evening,ChemCorp,24.35,0.148,15.03,13.9,4982.0,97.53,None,,Grade A
CELL-008163,BTH-0043,Line_2,Evening,LithioMat,24.29,0.155,15.02,14.49,5040.0,97.29,None,,Grade A
CELL-004457,BTH-0043,Line_3,Night,ChemCorp,21.95,0.141,15.15,14.64,4980.0,96.76,None,,Grade A
CELL-007731,BTH-0043,Line_1,Night,ChemCorp,21.83,0.155,14.95,13.84,5039.0,97.12,None,,Grade A
CELL-008568,BTH-0043,Line_2,Morning,LithioMat,24.88,0.149,14.9,13.6,5014.0,98.39,None,,Grade A
CELL-005271,BTH-0043,Line_3,Morning,VoltIndustries,23.56,0.162,14.98,15.38,4872.0,96.29,High Internal Resistance,,Grade B
CELL-006745,BTH-0043,Line_1,Evening,LithioMat,24.44,0.147,15.02,13.34,4984.0,97.3,None,,Grade A
CELL-016686,BTH-0043,Line_1,Evening,LithioMat,25.89,0.124,14.8,13.69,5025.0,97.77,None,,Grade B
CELL-019876,BTH-0043,Line_3,Morning,LithioMat,23.96,0.185,15.06,14.49,5052.0,94.43,Poor Retention,,Grade A
CELL-016916,BTH-0043,Line_1,Night,VoltIndustries,19.24,0.145,15.03,14.75,4989.0,97.15,None,,Grade A
CELL-000706,BTH-0043,Line_3,Night,LithioMat,20.53,0.158,14.97,13.78,5008.0,96.82,None,,Grade A
CELL-015277,BTH-0043,Line_1,Evening,ChemCorp,23.38,0.167,15.05,14.39,4942.0,97.02,None,,Grade A
CELL-012954,BTH-0043,Line_1,Morning,LithioMat,22.87,0.131,15.1,13.75,5013.0,97.03,None,,Grade A
CELL-010323,BTH-0043,Line_1,Night,ChemCorp,21.1,0.169,15.05,14.43,5000.0,96.56,None,,Grade A
CELL-017024,BTH-0043,Line_3,Night,VoltIndustries,20.61,0.133,15.16,14.85,5011.0,96.83,None,Shift handover completed.,Grade A
CELL-003318,BTH-0043,Line_2,Evening,ChemCorp,24.9,0.126,15.02,14.11,4996.0,97.35,None,,Grade A
CELL-019120,BTH-0043,Line_3,Evening,VoltIndustries,22.26,0.13,14.88,14.77,4975.0,97.77,None,,Grade A
CELL-014313,BTH-0043,Line_2,Evening,LithioMat,24.96,0.166,14.88,15.22,4949.0,96.98,High Internal Resistance,,Grade B
CELL-002927,BTH-0043,Line_1,Night,LithioMat,22.58,0.101,15.15,13.67,4957.0,97.08,Poor Retention,,Scrap
CELL-018278,BTH-0043,Line_1,Evening,LithioMat,27.39,0.152,14.85,14.27,4995.0,98.92,None,,Grade A
CELL-013535,BTH-0043,Line_1,Morning,VoltIndustries,27.14,0.153,14.69,16.07,4832.0,92.51,High Internal Resistance,,Scrap
CELL-003489,BTH-0043,Line_2,Night,ChemCorp,20.12,0.16,14.89,13.93,4992.0,98.65,None,,Grade A
CELL-014079,BTH-0043,Line_3,Morning,LithioMat,23.73,0.132,15.01,13.44,4973.0,97.21,None,,Grade A
CELL-005816,BTH-0043,Line_3,Evening,VoltIndustries,22.97,0.146,15.16,15.35,4931.0,96.89,High Internal Resistance,,Grade B
CELL-012861,BTH-0043,Line_2,Night,ChemCorp,21.84,0.142,14.81,13.31,5005.0,96.59,None,,Grade A
CELL-006041,BTH-0043,Line_2,Evening,ChemCorp,26.03,0.13,14.74,15.88,4935.0,93.54,High Internal Resistance,,Grade B
CELL-012013,BTH-0043,Line_3,Night,ChemCorp,20.57,0.156,14.88,14.38,4971.0,97.46,None,,Grade A
CELL-010856,BTH-0043,Line_3,Morning,VoltIndustries,24.92,0.138,15.03,13.91,5037.0,96.79,None,,Grade A
CELL-018415,BTH-0044,Line_1,Morning,VoltIndustries,22.85,0.163,14.87,15.62,4924.0,94.75,High Internal Resistance,,Grade B
CELL-018103,BTH-0044,Line_1,Evening,ChemCorp,24.91,0.174,14.93,13.2,5005.0,97.76,None,,Grade A
CELL-000707,BTH-0044,Line_1,Morning,ChemCorp,25.29,0.167,14.98,13.31,5027.0,97.64,None,,Grade A
CELL-010579,BTH-0044,Line_1,Evening,LithioMat,23.03,0.147,14.81,13.5,4987.0,97.5,None,,Grade A
CELL-003640,BTH-0044,Line_1,Evening,LithioMat,23.35,0.167,15.08,13.88,4988.0,97.86,None,,Grade A
CELL-007498,BTH-0044,Line_2,Night,LithioMat,22.71,0.147,14.79,15.96,4895.0,93.23,High Internal Resistance,Standard calibration OK.,Grade B
CELL-008049,BTH-0044,Line_3,Night,VoltIndustries,21.36,0.134,15.04,14.23,5018.0,97.62,None,,Grade A
CELL-005471,BTH-0044,Line_1,Evening,ChemCorp,24.54,0.201,15.07,14.52,4994.0,96.54,None,,Grade A
CELL-012061,BTH-0044,Line_1,Morning,VoltIndustries,23.9,0.12,14.87,14.76,4966.0,96.54,None,,Grade B
CELL-000098,BTH-0044,Line_2,Evening,VoltIndustries,22.46,0.15,14.95,14.33,4968.0,97.62,None,,Grade A
CELL-019508,BTH-0044,Line_2,Morning,ChemCorp,22.97,0.145,15.18,14.43,4988.0,97.7,None,,Grade A
CELL-009711,BTH-0044,Line_3,Evening,VoltIndustries,24.39,0.187,14.95,14.9,5050.0,97.98,None,,Grade A
CELL-011607,BTH-0044,Line_3,Night,LithioMat,23.27,0.147,15.0,13.67,4979.0,97.61,None,,Grade A
CELL-000903,BTH-0044,Line_2,Morning,ChemCorp,27.17,0.144,14.97,14.34,4990.0,96.46,None,,Grade A
CELL-005203,BTH-0044,Line_3,Evening,ChemCorp,24.02,0.15,14.91,13.96,4981.0,96.94,None,,Grade A
