Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
299.6,309,1539,36.1,76
299.6,309.1,2266,15.3,79
299.6,309.1,1641,35.8,81
299.6,309.1,1574,39.2,83
299.6,309.1,1407,50.6,85
299.7,309.2,1302,55.5,87
299.6,309.2,1651,30.8,92
299.6,309.1,1366,55.2,95
299.5,309,1701,28.6,98
299.5,309,1498,44.6,101
299.5,309.1,1422,45.3,103
299.5,309.1,1357,47.3,106
299.5,309.2,1690,29.2,108
299.6,309.2,1559,39.1,110
299.6,309.3,1553,32.4,112
299.6,309.3,1558,34.8,115
299.7,309.4,1362,51.9,117
299.8,309.3,1470,42.7,119
299.8,309.4,1555,34.8,122
299.8,309.4,1423,42.9,124
299.7,309.3,1434,38.5,127
299.7,309.3,1779,25.5,129
299.7,309.3,1417,54.6,131
299.6,309.2,1425,45.9,133
299.7,309.2,1597,32.9,135
299.7,309.2,1346,57.4,138
299.7,309.2,1422,40.4,140
299.7,309.2,1572,32.8,142
299.7,309.2,1412,45.4,147
299.7,309.1,1576,36.4,149
299.7,309.1,1508,41.2,152
299.8,309.1,1496,44.4,155
299.8,309.2,1572,35.4,158
299.6,309,1525,42.8,160
299.6,309,1378,51.9,162
299.6,309.1,1369,51.4,164
299.6,309.1,1476,45.3,166
299.7,309.2,1620,30,168
299.7,309.1,1603,38.5,170
299.7,309.2,1411,46.1,173
299.7,309.2,1616,31.6,175
299.7,309.2,1631,35.1,177
299.7,309.2,1685,28.9,179
299.7,309.2,1456,40.6,182
299.7,309.1,1417,50.1,187
299.7,309.1,1851,24.7,189
299.7,309.1,1715,27.8,192
299.6,309.1,1630,32.3,194
299.7,309.2,1478,38.8,199
299.7,309.2,1781,29.6,201
299.8,309.2,1439,36.1,203
299.7,309.2,1412,45.3,205
299.7,309.1,1483,41.1,208
299.8,309.2,1400,42.6,210
299.8,309.3,1299,65.1,212
299.8,309.2,1479,44.4,214
299.8,309.2,1491,47.5,216
299.9,309.3,1389,52.8,0
299.9,309.4,1399,54.8,3
299.9,309.4,1889,26,6
300,309.5,1925,21.9,9
300,309.5,1675,30.2,11
300,309.6,1477,38.1,13
300,309.6,1364,45.9,16
299.9,309.5,1451,39.4,18
299.9,309.4,1467,41.2,20
299.9,309.4,1858,22.5,22
300.1,309.4,1559,39.7,24
300.1,309.4,1560,47.7,26
300.1,309.4,1453,47.6,28
300.1,309.4,1464,41.7,30
300,309.4,1308,50.2,32
300.1,309.5,1353,50.9,34
300.2,309.6,1556,35.8,36
300.2,309.5,2183,17.8,39
300.2,309.6,1491,41.8,41
300.2,309.6,1528,35.1,44
300.2,309.6,1430,52.7,47
300.2,309.5,1495,32.6,49
300.2,309.5,1630,28.3,51
300.3,309.6,1524,38.4,54
300.3,309.6,1326,52.4,57
300.3,309.5,1438,44,59
300.4,309.6,1356,45.9,64
300.4,309.6,1416,43.3,66
300.4,309.7,1584,32.6,71
300.3,309.6,1597,31.8,73
300.4,309.6,1553,43.9,75
300.3,309.5,1405,49.4,77
300.2,309.5,1539,35.3,80
300.3,309.6,1398,53.7,82
300.3,309.6,1568,39.6,85
300.3,309.6,1404,44.6,87
300.2,309.5,1500,45.7,89
300.2,309.5,1642,28.8,92
300.3,309.6,1509,46.6,95
300.2,309.5,1343,50.2,98
300.1,309.5,1450,40.1,100
300,309.4,1460,43.5,102
300,309.3,1364,41.2,104
299.9,309.3,1452,41.9,106
299.9,309.3,1471,41.8,109
299.9,309.2,1598,34.6,111
299.8,309.1,1772,24.8,113
299.9,309.2,1761,25.6,115
300,309.3,1413,40.7,117
300,309.3,1887,22.6,120
300,309.3,1395,56.5,122
300.1,309.4,1569,31.6,124
300.1,309.4,1434,47.3,127
300.2,309.5,1417,41.1,129
300.2,309.5,1729,28.4,131
300.2,309.5,1356,51.1,133
300.2,309.5,1436,48.8,135
300.3,309.6,1419,42.5,137
300.3,309.6,1593,38.1,140
300.3,309.5,1320,62.2,142
300.3,309.5,1448,42.4,145
300.3,309.4,1470,33.5,148
300.3,309.4,1612,33.1,150
300.4,309.4,1412,51.6,153
300.4,309.4,1875,23.9,155
300.3,309.3,1612,36,158
300.4,309.3,1411,41.6,160
300.3,309.2,1490,47.9,163
300.4,309.3,1467,40.3,166
300.3,309.2,1807,26.4,169
300.3,309.1,1368,46,171
300.3,309.2,1572,32,173
300.3,309.1,1458,44.3,175
300.3,309.1,1699,30.3,178
300.3,309.3,1478,39.5,180
300.4,309.4,1362,42.1,182
300.4,309.4,1487,38.9,185
300.3,309.4,1705,29.4,190
300.3,309.3,1345,53.5,192
300.3,309.2,1532,40.2,194
300.3,309.2,1650,35.2,196
300.3,309.2,1398,54.4,198
300.3,309.2,1412,44.8,200
300.4,309.3,1525,39.6,202
300.3,309.3,1391,57.9,204
300.4,309.3,1766,28.2,207
300.4,309.3,1671,35,209
300.5,309.3,1373,48.8,211
300.5,309.4,1347,50.1,213
300.5,309.3,1539,39.1,216
300.5,309.3,1470,40.8,219
300.5,309.3,1528,37,221
300.5,309.3,1471,45.2,223
300.4,309.2,1528,37.2,228
300.5,309.3,1417,51.5,231
300.6,309.4,1549,43.4,233
300.6,309.4,1463,49.2,235
300.7,309.5,1479,43.6,240
300.6,309.5,1867,23,242
300.6,309.4,1471,44.1,244
300.6,309.4,1380,47.6,246
300.7,309.7,1623,32.7,0
300.8,309.7,1997,20.7,5
300.7,309.6,1390,48.5,7
300.8,309.7,1418,46.6,12
300.8,309.7,1519,35.8,14
300.8,309.7,1519,39.7,16
300.7,309.6,1536,37.2,19
300.8,309.6,1680,28.7,22
300.6,309.4,1555,37.9,24
300.6,309.5,1471,49.6,29
300.5,309.4,1877,23.8,31
300.5,309.3,1578,30.5,34
300.5,309.4,1655,32.1,37
300.5,309.4,1502,34.3,40
300.6,309.4,1367,63.2,45
300.7,309.5,1541,37.2,48
300.6,309.6,1588,37,50
300.6,309.6,1684,32.8,53
300.6,309.5,1437,40,55
300.6,309.6,1409,42.4,57
300.5,309.5,1320,49.9,59
300.5,309.5,1635,34.2,62
300.5,309.5,1691,27.6,67
300.6,309.6,1365,50,70
300.7,309.7,1523,38.2,73
300.6,309.7,1593,32.4,76
300.6,309.6,1682,30.7,78
300.7,309.6,1329,54.3,80
300.7,309.6,1568,35.2,82
300.7,309.6,1733,24.8,85
300.7,309.6,1473,48.1,87
300.7,309.5,1633,31.3,90
300.6,309.5,1530,40.2,93
300.6,309.5,1550,40.2,96
300.6,309.4,1410,40.6,99
300.5,309.3,1574,33.5,101
300.6,309.4,1425,40.3,103
300.6,309.4,1541,35.2,105
300.7,309.5,1733,26.7,108
300.6,309.4,2496,13.5,111
300.6,309.4,1552,36.4,113
300.6,309.3,1409,38.7,115
300.6,309.4,1581,35.7,117
300.7,309.5,1251,59.9,120
300.7,309.6,1500,44.1,122
300.6,309.5,1576,38.8,124
300.7,309.5,1352,44,126
300.7,309.6,1661,30.3,129
300.7,309.6,1541,34.6,131
300.6,309.6,1888,20.5,133
300.5,309.5,1255,62.1,138
300.6,309.6,1411,41.6,140
300.6,309.5,1516,39,142
300.6,309.5,1492,34,144
300.6,309.6,1726,30,147
300.7,309.7,1598,33.7,149
300.8,309.8,1657,31.1,151
300.8,309.7,1481,38.1,153
300.7,309.7,1397,51.3,155
300.8,309.7,1461,44.3,158
300.7,309.6,1388,51.1,160
300.7,309.7,1507,52.4,163
300.7,309.6,1421,49.8,165
300.8,309.7,1258,54.9,168
300.8,309.7,1482,39,171
300.7,309.6,1403,51.3,174
300.8,309.7,1373,45.4,179
300.9,309.7,1460,42.1,181
300.8,309.7,1751,27.9,183
300.8,309.6,1546,42.3,186
300.8,309.7,1680,28.2,189
300.9,309.7,1394,48.8,192
300.7,309.6,1810,26,195
300.7,309.5,1479,34.5,197
300.9,309.7,1431,41.4,199
300.9,309.7,2355,14.4,201
300.7,309.6,1996,19.8,203
300.7,309.5,1461,49.9,0
300.7,309.5,2007,19.7,2
300.7,309.6,1505,34.9,7
300.7,309.6,1925,20.5,9
300.7,309.5,1622,30.5,14
300.7,309.5,1592,29,17
300.7,309.5,1850,24.5,19
300.7,309.5,1470,48.7,21
300.7,309.5,1445,46.4,24
300.7,309.5,1685,31.1,27
300.7,309.5,1667,30.5,29
300.7,309.5,1578,35.4,34
300.6,309.4,1691,28,36
300.7,309.5,1439,43.8,41
300.8,309.6,1404,38.7,44
300.8,309.6,1498,45.8,47
300.8,309.5,1481,44.5,49
300.7,309.4,1589,35,52
300.7,309.5,1467,44.3,55
300.6,309.4,1654,32.8,57
300.7,309.5,1508,39.9,59
300.7,309.6,1439,43,61
300.7,309.5,1692,30.3,64
300.7,309.5,1838,24.9,66
300.6,309.3,1601,40.2,69
300.6,309.4,1369,51.6,71
300.6,309.4,1312,45.2,73
300.6,309.4,1468,44.1,76
300.6,309.4,1452,39.4,78
300.7,309.5,1393,43.9,81
300.6,309.4,1432,44.2,84
300.6,309.3,1510,46,87
300.6,309.4,1521,37.2,90
300.5,309.4,1360,46.2,93
300.5,309.3,1881,25.5,98
300.4,309.3,1413,50.3,101
300.5,309.4,1642,36.2,103
300.5,309.5,1542,38.5,108
300.4,309.5,1447,39.3,110
300.4,309.4,1530,40.4,112
300.5,309.5,1795,27.7,117
300.6,309.6,1290,57.4,119
300.6,309.7,1639,30.4,121
300.7,309.8,1596,31.5,123
300.6,309.8,1455,48,125
300.6,309.8,1659,28.9,127
300.6,309.8,1532,42.5,130
300.6,309.8,1502,42.4,133
300.6,309.8,1688,28.6,135
300.5,309.7,1341,50.9,137
300.5,309.7,1685,29.4,140
300.5,309.8,1370,55.9,143
300.5,309.8,1461,52.5,146
300.5,309.8,1550,37.4,148
300.5,309.8,1508,37.8,150
300.5,309.8,1345,62.7,153
300.5,309.7,1616,34.5,155
300.5,309.7,1395,61,157
300.5,309.8,1324,72.8,159
300.5,309.8,1445,43.9,164
300.5,309.8,1555,38.9,166
300.6,309.9,1449,42.4,169
300.5,309.9,1466,53.2,172
300.5,309.9,1503,37.4,175
300.4,309.7,1488,35.7,177
300.4,309.7,1314,50.2,179
300.4,309.7,1547,38,181
300.4,309.7,1466,39.8,184
300.3,309.6,1537,37.1,187
300.2,309.5,1434,51.5,189
300.4,309.6,1432,44.7,192
300.5,309.6,1390,48.4,194
300.5,309.7,1580,42.8,196
300.5,309.7,1589,30.5,198
300.5,309.8,1441,48.8,200
300.5,309.8,1305,51.7,202
300.5,309.8,1566,35.9,204
300.5,309.8,1379,54.2,207
300.4,309.6,1543,38.1,209
300.5,309.8,1421,49.6,211
300.5,309.6,1760,30.6,213
300.4,309.5,1711,29.2,215
300.5,309.6,1465,41.6,217
300.5,309.6,1366,50.2,219
300.4,309.5,1888,21.9,221
300.5,309.5,1777,23.6,0
300.5,309.5,1379,55.6,2
300.4,309.5,1525,51.3,4
300.4,309.6,1563,34,6
300.5,309.7,1389,43.3,9
300.6,309.8,1447,42.9,12
300.6,309.7,1934,22.8,15
300.6,309.7,1470,43.8,18
300.6,309.7,1428,42.6,23
300.4,309.6,1319,48.1,26
300.5,309.7,1887,24.3,28
300.4,309.5,1349,50.4,30
300.3,309.5,1665,31.4,32
300.3,309.5,1474,38.7,35
300.4,309.5,1543,38.9,37
300.2,309.4,1459,43.9,39
300.3,309.5,1551,37.9,42
300.2,309.4,1981,21.4,44
300.2,309.4,1526,35.3,46
300.2,309.4,1501,40,48
300.2,309.4,1558,38.3,51
300.2,309.3,1532,43.2,53
300.1,309.2,1326,55.9,55
300.2,309.2,1431,51.3,57
300.2,309.3,1366,49.3,59
300.1,309.2,1421,42.5,61
300.2,309.3,1506,35.6,63
300.2,309.3,1342,48.7,68
300.1,309.2,1427,37.6,73
300.2,309.2,1667,29.9,75
300.1,309.1,1400,46.7,77
300,309,1709,32.1,79
300,309,1368,45.8,81
300,309.1,1882,23.8,84
300.1,309.1,1353,58.7,86
299.9,309,1553,40,88
300,309.1,1431,45.4,90
300.1,309.1,1731,30.4,92
300.1,309.2,1687,27.7,95
300.1,309.2,1457,44.3,98
300.1,309.2,1533,37,101
300,309,1622,31.8,103
300,309.1,1791,28.2,108
300,309.1,1631,28.3,110
300,309,2174,16.9,112
300.1,309,1314,58.2,114
300.1,309.1,1478,46.9,116
300.1,309.2,1783,27.3,118
300.1,309.2,1385,46.1,120
300,309.2,1444,43.6,123
300.1,309.3,1841,23,125
300.1,309.4,1349,56.2,127
300.1,309.3,1340,56,130
299.9,309.2,1539,43.2,132
300,309.3,1932,21.8,135
300,309.3,1407,43.9,138
300.1,309.3,1712,28.5,141
300.1,309.4,1329,55.2,143
300.1,309.2,1441,42.9,148
300,309.2,1610,32.1,150
300,309.1,1474,45.2,152
300,309.1,1624,30.8,155
300.1,309.3,1520,38.2,158
300.1,309.3,1448,45.8,163
300,309.3,1558,29.7,168
300,309.3,2293,16.3,170
300,309.3,1397,51.2,173
300,309.3,1972,22,175
299.9,309.2,1574,36.5,177
299.9,309.2,1560,38.9,180
299.9,309.2,1353,49.8,182
299.9,309.2,1389,51.2,185
299.9,309.1,1513,43.8,188
299.8,309.1,1578,42.1,191
299.8,309,1467,37.3,193
299.9,309.1,1412,48.3,198
299.8,309.1,1668,30.3,200
299.8,309.2,1678,29.8,202
299.8,309.1,1612,35.4,205
299.8,309.1,1485,39.9,207
299.8,309.1,1456,39.4,209
299.8,309.2,1504,38.7,212
299.9,309.2,1491,44.3,214
299.9,309.2,1525,33.2,0
300,309.2,1759,27.9,5
299.8,309.1,1355,56.7,7
299.9,309.1,1345,56.8,10
299.9,309.2,1683,30.5,13
299.9,309.2,1658,34.8,16
300,309.2,1566,34.4,18
300.1,309.3,1469,43.9,20
300.2,309.5,1458,46.9,23
300.1,309.4,1858,23.6,26
300.1,309.4,1563,40.8,28
300.1,309.4,2141,17.9,33
300,309.3,1473,46,35
300,309.4,1498,38.5,37
300.1,309.4,1568,39.7,42
300.1,309.4,1694,27.4,44
300,309.4,1499,35.7,46
300,309.5,1717,28.3,48
300.1,309.5,1462,42.8,50
300.1,309.6,1642,34.5,53
300.1,309.6,1760,25.4,55
300.1,309.5,1660,32.7,57
300.1,309.5,1557,40.6,59
300.2,309.6,1442,49.2,61
300.2,309.6,1359,51.5,66
300.4,309.8,1342,52.5,68
300.4,309.9,1435,54.8,70
300.4,309.9,1567,36.5,72
300.4,309.9,1376,43.5,74
300.4,309.9,1513,38.7,76
300.4,309.9,2563,12.8,81
300.5,310,1521,45.1,86
300.6,310,1658,34.7,88
300.6,310,1419,42.4,90
300.6,310,1478,36.3,95
300.5,310,1415,43.5,98
300.5,309.9,1780,26.5,101
300.4,309.7,1440,42.8,104
300.4,309.8,1448,39.7,107
300.4,309.7,1500,35.2,112
300.4,309.8,1513,32.9,117
300.5,309.8,1428,43.8,119
300.5,309.8,1473,42.3,121
300.5,309.9,1483,49.3,124
300.4,309.7,1534,42.5,127
300.5,309.8,1367,54,129
300.4,309.7,1467,36.9,131
300.4,309.7,1488,42.2,133
300.4,309.7,1679,30.1,136
300.4,309.8,1409,47.5,138
300.4,309.7,1367,51.2,143
300.4,309.8,1314,63.1,146
300.5,309.9,1480,40,148
300.4,309.8,1549,38.9,150
300.4,309.7,1685,31.3,152
300.4,309.6,1536,34.5,154
300.4,309.7,1539,37.7,156
300.4,309.7,1384,45.1,159
300.4,309.6,1614,30.3,161
300.4,309.6,1675,35.5,164
300.4,309.7,1685,32.3,167
300.4,309.6,1386,56.9,170
300.3,309.6,1488,41.3,172
300.3,309.6,1624,32.6,175
300.3,309.6,1600,34.6,177
300.3,309.6,1468,44.7,179
300.3,309.6,1435,45.4,181
300.2,309.5,1564,33.4,183
300.2,309.4,1329,53.6,186
300.1,309.3,1570,36.8,189
300.2,309.4,1433,48.8,191
300.2,309.4,1527,37,194
300.1,309.3,1443,50.3,196
300.1,309.3,1616,32,199
300.1,309.3,1654,31,201
300.1,309.3,1685,27.1,203
300.2,309.4,1456,48.8,205
300.2,309.4,1752,27.8,208
300.1,309.2,1438,51,211
300.1,309.1,1551,33.7,214
300.1,309.2,1599,30.1,216
300.1,309.2,1732,33.7,218
300.1,309.2,1418,39.8,221
300,309.1,1401,44.5,0
300,309,1454,51.7,2
300,309.2,1635,32.4,4
300,309.1,1489,40.3,7
300,309.1,1465,40.6,9
300,309.1,1463,45.7,11
300.1,309.1,1560,35.4,14
300.1,309.2,1454,44.4,19
300.2,309.1,1479,47,22
300.2,309.2,1430,43.4,24
300.1,309.1,1533,38,26
300.1,309,1404,54.8,29
300.1,308.9,1548,38.4,31
300.1,309,1612,33,34
300.2,309,1642,31.2,37
300.2,309.1,1406,42.2,40
300.3,309.2,1587,31.4,43
300.3,309.2,1364,47.6,45
300.3,309.2,1462,51.4,48
300.3,309.2,1649,32.4,50
300.4,309.2,1752,29,52
300.4,309.3,1396,51.2,54
300.5,309.4,2179,16.3,59
300.5,309.5,1653,27.6,62
300.6,309.5,2025,21.4,64
300.6,309.6,1426,53.6,66
300.6,309.6,1503,38.4,68
300.7,309.6,1525,36.5,71
300.6,309.6,1423,49.1,74
300.7,309.7,1435,44.7,76
300.6,309.5,1495,36.5,79
300.6,309.5,1557,33.8,84
300.6,309.4,1474,40.7,87
300.5,309.3,1465,46,89
300.5,309.3,1589,34.9,91
300.5,309.3,1475,46.8,94
300.6,309.4,1442,43.2,96
300.6,309.4,1556,36,98
300.7,309.3,1425,45.3,100
300.7,309.3,1580,38.3,102
300.8,309.4,1474,40.7,104
300.8,309.4,1489,38.4,109
300.8,309.4,1946,20.5,111
300.8,309.4,1342,62.4,113
300.9,309.5,1758,26.8,116
300.9,309.4,1724,25.6,119
301,309.5,1430,48.5,122
300.9,309.5,1612,35.2,124
300.9,309.5,1469,43.4,126
300.9,309.6,1384,42.4,131
301,309.6,1724,28.1,133
301,309.6,1397,48,135
301,309.6,1588,32.7,138
301,309.7,1468,42,141
301,309.8,1594,31.1,143
301,309.7,1511,39.3,146
301.1,309.8,1493,38.9,149
301.2,309.8,1709,27,151
301.1,309.6,1501,36.1,156
301.1,309.7,1668,30.8,158
301.1,309.6,1502,48.9,160
301,309.7,1288,58.4,162
301,309.7,1491,42.9,165
301.1,309.8,1519,39.6,167
301.2,309.9,1984,19.7,169
301.2,309.9,1643,32.9,171
301.2,310,1625,31.6,173
301.3,310,2068,17.8,176
301.3,310.1,1469,39.7,179
301.3,310.1,1558,36.3,184
301.3,310,1344,54.8,186
301.3,310.1,1455,44.1,188
301.3,310.1,1355,53.6,193
301.3,310.1,1269,56.8,195
301.3,310,1550,41.5,197
301.3,310.1,1525,37.8,199
301.3,310,1696,32.4,202
301.4,310.1,1937,21.8,205
301.4,310,1689,32.1,207
301.3,310,1593,30.8,210
301.3,309.9,1565,36,213
301.3,310,1665,31.4,0
301.3,310,1532,36.3,2
301.3,310,1438,40.9,7
301.3,310.1,1531,41.6,9
301.3,310,1506,40.8,11
301.2,309.9,1382,52.4,13
301.2,309.9,1456,50.8,15
301.2,310,1445,45.6,18
301.2,309.9,1515,40.9,21
301.2,309.9,1449,45.5,23
301.2,309.9,1362,50.7,25
301.2,309.9,1687,29.7,30
301.2,310,1618,37.6,32
301.2,310.1,1558,32.6,34
301.3,310.1,1662,31,37
301.2,310.1,1295,56.6,39
301.2,310.2,1385,42.3,42
301.2,310.1,1479,45.5,44
301.3,310.3,1400,44.3,47
301.2,310.3,1357,54.5,49
301.1,310.2,1657,34.1,52
301.1,310.2,1496,43.4,54
301.2,310.3,1379,43.2,56
301.2,310.3,1548,38.6,59
301.2,310.3,1499,38.1,61
301.3,310.5,1390,45.8,63
301.3,310.4,1538,38.4,65
301.3,310.5,1365,47.7,70
301.3,310.5,1503,48.6,72
301.2,310.4,1390,49.9,74
301.2,310.3,1497,45.7,76
301.3,310.4,1577,48.3,78
301.4,310.5,1432,54.3,81
301.4,310.5,1563,39.9,83
301.4,310.4,1433,43.4,86
301.3,310.4,1384,50.1,88
301.3,310.4,1346,46.7,90
301.3,310.4,1459,44.7,92
301.4,310.4,1639,28.9,94
301.4,310.4,1737,31.9,96
301.4,310.5,1489,43.5,98
301.5,310.6,1492,43,100
301.4,310.5,1217,60.6,103
301.5,310.5,1636,28.7,106
301.4,310.4,1436,49.7,108
301.4,310.4,1689,30.6,110
301.5,310.5,2289,16.4,112
301.5,310.6,1522,41,114
301.5,310.5,1351,52.9,116
301.5,310.5,1589,36.7,118
301.5,310.6,1578,34.1,120
301.5,310.6,1587,33.7,122
301.5,310.6,1962,20.2,124
301.5,310.6,2432,14.2,126
301.6,310.6,1418,43.9,129
301.6,310.7,1683,29.7,131
301.7,310.8,1385,50.7,133
301.7,310.8,1559,44.5,135
301.7,310.8,1671,31.6,137
301.6,310.8,1343,49.5,140
301.6,310.8,1548,34.2,143
301.7,310.9,1705,31.2,146
301.6,310.8,1535,35.4,148
301.6,310.8,1564,34.1,150
301.6,310.9,1510,40.9,152
301.6,310.9,1492,45.2,155
301.5,310.8,1452,44.1,157
301.4,310.7,1329,52,160
301.5,310.8,1382,52.4,165
301.5,310.8,1628,36.4,167
301.4,310.7,1706,27.9,170
301.3,310.7,1594,34.1,172
301.3,310.7,1761,24.3,174
301.3,310.6,1529,41.8,176
301.3,310.7,1532,40.7,178
301.4,310.7,1673,27.8,181
301.4,310.8,1285,62.6,183
301.4,310.8,1680,31.4,185
301.4,310.8,1610,34.6,187
301.6,310.9,1632,31.6,189
301.6,310.9,1559,40.2,191
301.5,310.8,1367,49,193
301.6,310.8,1355,57.8,195
301.6,310.7,1414,51.7,197
301.5,310.6,1522,36.6,202
301.5,310.6,1525,41.9,204
301.5,310.6,1394,46.5,206
301.5,310.6,1519,40.7,208
301.4,310.6,1445,43.9,210
301.4,310.6,1555,43.3,212
301.4,310.5,1633,39.5,0
301.4,310.6,1630,30.3,2
301.4,310.7,1692,32.3,5
301.5,310.7,1790,26.2,8
301.5,310.8,1350,58.5,13
301.5,310.9,2760,8,15
301.4,310.7,1584,32.2,17
301.4,310.7,1989,21.8,19
301.4,310.8,1431,44.3,21
301.4,310.7,1568,35.2,23
301.4,310.7,1376,50.6,25
301.4,310.6,1459,46.9,27
301.5,310.8,1385,47.5,30
301.5,310.8,1591,29.6,33
301.5,310.7,1568,33.1,38
301.4,310.7,1459,37.7,40
301.4,310.7,1590,36.3,43
301.3,310.6,1376,47.6,45
301.3,310.6,1510,38.5,47
301.4,310.6,1674,33.6,49
301.3,310.6,1426,40.7,54
301.5,310.7,1466,43.6,56
301.5,310.8,1474,38.7,58
301.6,310.8,1290,65.3,63
301.7,310.9,1435,48,66
301.5,310.7,1416,53.2,69
301.5,310.7,1599,40.4,72
301.5,310.7,1466,47.3,77
301.5,310.7,1408,47.3,79
301.5,310.6,1490,48.1,81
301.5,310.6,1405,42.3,83
301.4,310.5,1647,33.3,85
301.4,310.6,1459,35,87
301.4,310.6,1648,30.7,90
301.4,310.7,1675,30.7,92
301.4,310.7,1605,34.2,94
301.4,310.7,1536,44.4,96
301.4,310.7,1617,34.3,101
301.4,310.6,1347,53.3,104
301.3,310.5,1337,52.7,106
301.3,310.4,1695,30.9,108
301.3,310.4,1635,32.5,110
301.2,310.4,1470,44,113
301.2,310.4,1381,49.8,115
301.2,310.4,1382,41.6,117
301.2,310.4,1697,30,120
301.2,310.3,1451,39.7,123
301.3,310.3,1419,55.7,125
301.3,310.3,1313,55.6,127
301.3,310.3,1560,36.3,129
301.3,310.3,1555,41.2,131
301.4,310.4,1579,36.9,133
301.5,310.5,1435,44.6,135
301.6,310.6,1621,33.7,137
301.6,310.6,1555,40.4,139
301.5,310.5,1611,33.8,144
301.6,310.6,1834,23.5,146
301.5,310.5,1612,29.8,148
301.5,310.4,1629,34.1,151
301.4,310.4,1496,35.2,153
301.5,310.5,1593,32.9,155
301.5,310.5,1623,33.5,157
301.5,310.5,1380,48.7,160
301.6,310.6,1562,34.4,162
301.6,310.6,1391,49.4,164
301.5,310.5,1551,34.3,166
301.6,310.6,1821,26.2,171
301.6,310.7,1429,43.6,176
301.6,310.7,2012,20.7,178
301.6,310.6,1924,23.6,181
301.5,310.5,1412,44.1,184
301.5,310.5,1389,54.9,187
301.5,310.5,1466,48.1,189
301.5,310.5,2297,15.8,191
301.4,310.4,1471,37.5,193
301.4,310.3,1492,41.4,195
301.3,310.3,1460,41.5,197
301.4,310.4,1559,39.4,199
301.4,310.5,1495,52.5,201
301.5,310.5,1535,39,204
301.5,310.6,1381,50.7,206
301.6,310.6,1599,36.1,208
301.6,310.6,1400,49.5,211
301.7,310.6,1624,34.5,216
301.6,310.6,1478,36.6,218
301.7,310.7,1605,33.3,220
301.6,310.6,1506,43.4,222
301.6,310.6,1455,43.9,0
301.6,310.5,1602,32.3,2
301.5,310.4,1425,54.4,7
301.5,310.4,1918,21.8,9
301.4,310.3,1611,41.5,11
301.4,310.4,1610,38.6,16
301.5,310.4,2639,12,21
301.5,310.4,1329,46.6,24
301.5,310.4,1270,54.2,26
301.5,310.3,1415,41.6,28
301.6,310.4,1330,49.5,30
301.6,310.5,1786,27.1,35
301.6,310.5,1809,25.5,40
301.7,310.6,1303,59.7,42
301.8,310.7,1383,45.7,44
301.7,310.6,1447,56.9,47
301.8,310.7,1461,44.2,49
301.8,310.7,2092,18.6,51
301.8,310.7,1429,47.9,53
301.8,310.8,1736,26.5,56
301.8,310.7,1441,49.3,58
301.8,310.7,1523,43.3,60
301.8,310.8,1691,33.4,62
301.9,310.8,1557,35.3,65
301.8,310.7,1644,33.4,68
301.8,310.6,1522,43.8,70
301.8,310.7,1547,41.7,72
301.8,310.7,1597,30.8,74
301.8,310.8,1619,31,76
301.9,310.8,1400,58.2,79
302,310.9,1663,31.5,81
301.9,310.8,1540,37.6,83
301.9,310.8,1455,42.7,85
301.9,310.8,1519,39,90
301.9,310.8,1427,47.7,92
301.9,310.8,1650,29.8,94
301.8,310.8,1508,38.8,96
301.9,310.9,1379,54.8,99
301.9,310.9,1542,36.7,101
301.9,310.9,1763,28.4,103
301.9,310.9,1590,34.3,106
301.9,311,1336,63.6,111
301.9,311,1638,35.4,116
301.9,311,1356,45.7,119
301.9,311,1384,47.4,121
301.9,310.9,1309,48,124
301.9,311,1642,33.1,126
301.9,311,1289,54.9,128
301.9,311,1353,43.8,130
301.9,311,1871,26,132
301.9,311,1291,63.6,137
301.8,310.9,1346,44.6,142
301.7,310.8,1493,47.6,145
301.7,310.8,1524,41.3,147
301.6,310.8,1726,26.7,150
301.6,310.8,1435,47.2,152
301.7,310.8,1502,34.4,157
301.7,310.9,1608,33,160
301.8,311,1771,27.2,162
301.7,311,1474,42.6,164
301.8,311,1322,53,166
301.8,311,1393,49.5,168
301.9,311.1,1417,52.5,171
301.9,311,1430,49.8,174
301.9,311.1,1605,40,179
302,311.1,1402,47.8,182
302,311,1550,35.2,184
301.9,311,1376,44.9,186
301.9,310.9,1569,32.5,188
301.9,311,1669,32.2,191
301.9,311,1541,38.9,193
301.8,311,1651,32.5,195
301.8,310.9,1521,39.3,197
301.8,310.8,1365,48.2,199
301.8,310.9,1609,31.7,202
301.8,310.8,1470,37.6,204
301.9,310.9,1573,38.9,209
302,310.9,1378,53.1,212
301.9,310.9,1567,39,214
301.9,310.9,1441,43.7,0
301.9,310.9,1641,33.2,3
301.9,310.9,1486,40.3,6
302,311,1563,36.2,8
302,311.1,1769,26,10
301.9,311,1672,29.9,13
302,311,1632,34.2,18
302,311,1980,21.5,20
302,311.1,1635,36,23
302,311,1686,32.5,25
301.9,310.9,1574,31.4,27
301.8,310.8,1546,43.4,29
301.8,310.9,1899,24.7,31
301.8,310.9,1449,36.5,33
301.9,310.9,1483,37,35
301.8,310.8,1576,38.6,38
301.9,310.9,1317,51.9,40
301.9,311,1467,48.1,43
301.9,310.9,1616,34.5,46
301.8,310.9,1299,60.4,48
